"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"104",641627,"Trevor Gott","104","100.00","0.550","0.200","0.625","0.750","0.585","0.436","0.363","11","20","84.8","21.9","2018","90.4","89.62","10","43","58","-0.8","5.91","114","146","115","148","288","300","280"
"104",641501,"Tyler Danish","104","100.00","0.176","0.059","0.273","0.235","0.315","0.375","0.266","3","17","85.7","21.3","1821","85.6","84.04","10","39","65","-1.6","5.24","114","154","110","145","293","320","295"
"103",474029,"Zach Putnam","103","100.00","0.074","0.037","0.111","0.111","0.102","0.208","0.169","2","27","77.9","15.4","1881","87.5","86.20","20","56","47","-1.3","5.60","111","150","106","145","293","308","291"
"98",543017,"Hunter Cervenka","98","100.00","0.083","0.000","0.143","0.083","0.329","0.358","0.104","1","12","74.9","18.1","2501","88.3","87.53","10","31","65","-0.8","5.82","106","143","103","144","296","320","300"
"97",596816,"Roberto  Gomez","97","100.00","0.360","0.240","0.474","0.600","0.419","0.351","0.313","9","25","87.1","15.5","2142","88.8","88.56","13","51","46","-0.2","6.18","110","144","114","145","295","319","301"
"96",605428,"Max Povse","96","100.00","0.450","0.250","0.471","0.700","0.505","0.404","0.359","9","20","81.0","27.1","2066","91.5","91.98","6","45","51","0.5","6.74","115","152","118","148","292","315","289"
"95",600921,"Andres Machado","95","100.00","0.476","0.381","0.444","0.857","0.583","0.383","0.300","10","21","82.3","15.6","2070","92.7","92.42","8","52","43","-0.3","6.26","108","145","111","139","296","319","292"
"92",489294,"Tanner Scheppers","92","100.00","0.294","0.118","0.417","0.412","0.381","0.313","0.203","5","17","82.8","18.4","2456","88.3","87.55","10","43","48","-0.7","5.87","106","152","115","148","298","329","300"
"91",521655,"Wilmer Font","91","100.00","0.389","0.500","0.385","0.889","0.561","0.471","0.336","7","18","84.4","31.8","2231","89.2","90.03","10","43","48","0.8","6.75","107","155","113","147","296","323","300"
"90",543357,"Jordan Jankowski","90","100.00","0.350","0.600","0.333","0.950","0.548","0.439","0.306","7","20","82.0","18.5","2256","87.4","86.67","9","42","48","-0.7","5.84","105","153","121","150","278","306","288"
"88",607968,"Drew Rucinski","88","100.00","0.476","0.381","0.571","0.857","0.578","0.368","0.275","10","21","76.2","9.2","1944","88.8","88.68","10","42","46","-0.1","6.39","111","145","122","147","292","318","290"
"86",608650,"Dietrich Enns","86","100.00","0.350","0.350","0.313","0.700","0.455","0.315","0.248","7","20","82.2","18.2","1947","86.5","86.07","7","44","42","-0.4","6.10","108","150","118","148","299","316","292"
"85",465629,"Edward Mujica","85","100.00","0.393","0.536","0.368","0.929","0.512","0.401","0.332","11","28","86.4","14.2","1920","88.1","87.52","7","46","39","-0.6","5.82","102","149","107","142","301","328","288"
"85",572208,"Ashur Tolliver","85","100.00","0.235","0.059","0.333","0.294","0.339","0.306","0.204","4","17","80.8","7.1","1961","87.6","86.64","17","38","46","-1.0","5.88","104","148","116","146","285","319","291"
"83",643414,"Kyle Lloyd","83","100.00","0.333","0.278","0.333","0.611","0.430","0.403","0.350","6","18","79.0","6.0","1812","82.3","81.85","10","36","47","-0.5","5.91","110","154","126","142","288","321","306"
"81",502130,"Dan Runzler","81","100.00","0.389","0.444","0.417","0.833","0.530","0.383","0.262","7","18","75.9","13.9","2200","92.1","92.38","5","34","47","0.3","6.52","114","153","115","149","294","314","296"
"80",543219,"Sean Gilmartin","80","100.00","0.500","0.375","0.545","0.875","0.532","0.359","0.294","8","16","86.6","12.1","1977","84.9","84.43","5","32","48","-0.5","6.03","104","147","113","143","292","304","296"
"79",627262,"Chris Smith","79","100.00","0.318","0.364","0.300","0.682","0.428","0.306","0.245","7","22","82.7","22.0","2249","91.5","90.74","5","37","42","-0.8","6.04","109","151","112","146","298","319","294"
"79",641438,"Shane Carle","79","100.00","0.316","0.211","0.357","0.526","0.361","0.266","0.223","6","19","81.1","16.2","2201","88.6","88.43","12","43","36","-0.2","6.07","114","153","124","148","298","321","304"
"78",592865,"Taylor Williams","78","100.00","0.222","0.111","0.286","0.333","0.285","0.340","0.289","4","18","75.8","10.7","2329","93.9","93.32","9","36","42","-0.6","5.96","115","150","117","149","293","307","288"
"77",571893,"Adam Liberatore","77","100.00","0.231","0.000","0.375","0.231","0.273","0.299","0.251","3","13","82.0","22.0","1856","89.7","88.01","7","33","44","-1.7","5.34","114","152","122","144","295","319","295"
"75",594760,"Aaron Blair","75","100.00","0.417","0.500","0.444","0.917","0.534","0.506","0.375","5","12","83.4","3.7","1977","86.7","87.01","15","32","43","0.3","6.43","103","146","108","148","302","318","291"
"75",458584,"Xavier Cedeno","75","100.00","0.438","0.563","0.308","1.000","0.590","0.482","0.366","7","16","83.5","2.4","2477","86.3","84.80","3","28","42","-1.5","5.44","105","141","110","139","289","325","293"
"69",592254,"Jose De Leon","69","100.00","0.333","0.333","0.333","0.667","0.477","0.370","0.220","4","12","84.6","24.2","2107","88.1","88.68","6","33","35","0.6","6.58","115","154","116","144","313","331","299"
"64",460269,"Chris Gimenez","64","100.00","0.318","0.227","0.286","0.545","0.368","0.387","0.293","7","22","86.9","28.0","1766","70.5","69.51","0","31","33","-1.0","5.74","116","148","119","147","289","312","292"
"64",600968,"Randy Rosario","64","100.00","0.500","0.357","0.545","0.857","0.587","0.356","0.280","7","14","90.7","12.1","2081","91.5","89.81","4","27","36","-1.7","5.26","106","147","113","143","298","306","294"
"59",622492,"Keury Mella","59","100.00","0.294","0.294","0.267","0.588","0.405","0.521","0.444","5","17","86.7","10.8","2109","92.4","92.69","2","22","33","0.3","6.53","122","154","114","150","306","304","283"
"57",434718,"Huston Street","57","100.00","0.143","0.071","0.182","0.214","0.190","0.234","0.211","2","14","80.4","29.9","2113","85.0","83.60","6","26","31","-1.4","5.42","104","150","104","148","300","320","301"
"57",623454,"Drew Anderson","57","100.00","0.500","0.167","0.545","0.667","0.486","0.459","0.374","6","12","88.2","21.3","2246","86.6","86.11","3","26","31","-0.5","6.07","106","140","106","141","287","320","288"
"56",605528,"Jason Wheeler","56","100.00","0.429","0.286","0.385","0.714","0.536","0.510","0.427","6","14","86.7","9.6","1938","85.5","84.88","2","26","30","-0.6","6.19","107","150","113","146","291","315","289"
"55",543901,"Ryan Weber","55","100.00","0.214","0.071","0.214","0.286","0.218","0.374","0.326","3","14","89.5","6.0","2052","85.7","83.75","1","23","32","-2.0","5.33","112","169","107","159","288","316","305"
"55",642098,"Glenn Sparkman","55","100.00","0.818","0.273","0.900","1.091","0.821","0.335","0.313","9","11","75.9","16.1","2257","90.3","89.88","2","21","34","-0.4","6.34","100","136","110","138","289","314","286"
"50",592533,"Cody Martin","50","100.00","0.455","0.091","0.455","0.545","0.481","0.407","0.343","5","11","86.8","23.8","1952","82.4","82.63","2","18","32","0.2","6.41","112","148","110","147","291","319","303"
"50",602083,"Miguel Almonte","50","100.00","0.556","0.222","0.500","0.778","0.550","0.389","0.344","5","9","84.0","10.9","2395","90.9","90.37","2","22","28","-0.5","5.95","115","146","110","138","289","313","304"
"47",425386,"Jeremy Guthrie","47","100.00","1.000","0.500","0.750","1.500","0.771","0.578","0.548","6","6","84.4","18.8","2078","89.3","88.73","2","17","30","-0.6","6.01","109","145","109","144","291","307","288"
"45",608700,"Kevin Plawecki","45","100.00","0.357","0.714","0.182","1.071","0.582","0.530","0.369","5","14","91.2","24.9","1906","78.9","78.19","2","22","23","-0.7","5.80","120","153","120","145","298","320","305"
"45",622703,"Ronald Herrera","45","100.00","0.250","0.250","0.250","0.500","0.371","0.395","0.291","3","12","85.1","11.2","2027","87.0","87.92","4","23","21","0.9","6.76","104","147","104","144","290","322","305"
"44",457732,"Andrew Bailey","44","100.00","0.077","0.000","0.091","0.077","0.069","0.174","0.168","1","13","82.5","34.8","2761","87.5","86.82","7","27","17","-0.7","5.92","117","159","115","150","306","326","301"
"42",641490,"Kyle Crockett","42","100.00","0.444","0.000","0.571","0.444","0.455","0.406","0.333","4","9","79.8","10.8","1887","85.2","86.13","3","18","23","0.9","6.81","109","148","112","148","290","309","289"
"42",573016,"Kyle Martin","42","100.00","0.222","0.333","0.143","0.556","0.391","0.479","0.349","2","9","80.8","9.6","2077","88.1","87.98","2","17","25","-0.1","6.19","110","149","107","147","288","326","297"
"41",518566,"Taylor Cole","41","100.00","0.750","0.125","0.857","0.875","0.715","0.457","0.385","6","8","77.6","-2.4","2067","90.4","91.11","4","17","23","0.7","6.93","106","139","109","140","282","318","290"
"40",543334,"TJ House","40","100.00","0.333","0.111","0.375","0.444","0.375","0.339","0.300","3","9","82.9","20.3","1970","84.7","82.87","3","19","21","-1.8","5.42","110","145","108","141","301","326","285"
"37",571676,"Seth Frankoff","37","100.00","0.444","0.333","0.500","0.778","0.522","0.272","0.220","4","9","81.6","12.7","2167","88.1","87.75","3","15","22","-0.4","6.06","106","151","110","150","295","316","297"
"37",656945,"Tanner Scott","37","100.00","0.286","0.143","0.400","0.429","0.394","0.403","0.334","2","7","80.6","32.2","2428","95.2","93.76","4","11","26","-1.4","5.69","102","149","111","144","295","313","291"
"35",605347,"Jorge Lopez","35","100.00","0.444","0.111","0.444","0.556","0.465","0.451","0.436","4","9","78.8","4.4","1824","92.3","92.96","2","19","16","0.7","6.72","113","150","122","148","287","295","278"
"34",502011,"Preston Claiborne","34","100.00","0.500","0.400","0.625","0.900","0.590","0.378","0.290","5","10","82.6","18.7","2035","88.4","89.70","5","19","15","1.3","6.84","101","133","109","137","284","321","297"
"33",605204,"J.D. Davis","33","100.00","0.167","0.000","0.333","0.167","0.229","0.243","0.177","1","6","88.1","23.6","2023","90.8","90.81","3","15","18","0.0","6.34","112","152","128","150","295","316","287"
"32",543380,"Taylor Jungmann","32","100.00","0.500","0.250","0.667","0.750","0.592","0.530","0.347","2","4","86.2","2.5","2421","89.5","88.92","2","10","21","-0.6","6.03","115","154","119","148","303","316","294"
"32",623913,"Wei-Chung Wang","32","100.00","0.556","0.333","0.667","0.889","0.622","0.375","0.344","5","9","86.8","14.1","2273","89.1","88.22","5","16","16","-0.9","5.73","114","154","116","149","302","315","289"
"31",491696,"Jesus Sucre","31","100.00","0.500","0.500","0.400","1.000","0.557","0.473","0.425","2","4","84.4","25.3","1784","80.0","77.77","2","10","21","-2.2","5.05","123","151","126","146","292","332","301"
"30",434563,"Carlos Ruiz","30","100.00","0.400","0.800","0.333","1.200","0.664","0.442","0.188","2","5","94.4","14.8","1818","80.4","78.14","1","9","21","-2.3","4.89","120","146","135","149","301","323","287"
"30",503566,"Fabio Castillo","30","100.00","0.429","0.000","0.600","0.429","0.425","0.450","0.416","3","7","95.9","14.9","2162","91.4","90.38","6","14","16","-1.0","5.66","105","147","103","142","300","314","292"
"29",543169,"Brian Flynn","29","100.00","0.375","0.500","0.375","0.875","0.513","0.299","0.291","3","8","86.8","14.9","2314","90.3","91.02","0","9","20","0.7","6.58","113","151","115","141","294","312","311"
"29",572955,"Pierce Johnson","29","100.00","0.333","0.000","0.500","0.333","0.357","0.304","0.250","2","6","89.3","23.8","2522","86.1","84.43","4","12","17","-1.7","5.37","114","148","106","150","292","302","288"
"26",461865,"Andrew Romine","26","100.00","0.333","0.000","0.250","0.333","0.383","0.544","0.347","1","3","79.6","18.8","1952","83.4","82.41","2","11","14","-1.0","5.81","119","147","114","150","300","326","293"
"26",476123,"Justin Marks","26","100.00","0.333","0.500","0.250","0.833","0.514","0.534","0.395","2","6","87.6","17.9","1914","84.7","83.35","2","9","17","-1.3","5.67","101","148","113","143","281","319","289"
"26",518614,"Daniel Descalso","26","100.00","0.000","0.000","0.000","0.000","0.000","0.066","0.055","0","6","82.3","27.0","1949","77.0","76.41","2","13","13","-0.6","5.88","122","162","126","150","299","322","304"
"25",471083,"Miguel Montero","25","100.00","0.000","0.000","0.000","0.000","0.280","0.494","0.346","0","3","87.1","7.3","1820","79.3","76.87","0","6","19","-2.4","4.88","118","153","117","151","294","326","299"
"22",502273,"Mike Freeman","22","100.00","0.600","0.000","0.500","0.600","0.450","0.594","0.567","3","5","84.5","14.2","1610","70.0","67.70","3","12","10","-2.3","4.62","119","146","109","149","288","317","303"
"21",571697,"Scooter Gennett","21","100.00","0.400","0.600","0.250","1.000","0.614","0.562","0.386","2","5","84.9","18.7","1670","65.9","63.01","0","9","11","-2.9","4.06","130","147","130","153","298","305","304"
"21",543261,"Jason Gurka","21","100.00","0.500","0.250","0.500","0.750","0.570","0.521","0.481","2","4","90.8","20.2","2616","83.5","83.06","2","9","12","-0.4","5.97","120","146","120","151","308","326","299"
"20",571911,"Damien Magnifico","20","100.00","0.000","0.000","null","0.000","0.467","0.467","0.000","0","1","80.0","19.9","2458","89.3","88.29","1","7","13","-1.0","5.64","110","149","102","148","292","319","300"
"20",493114,"Norichika Aoki","20","100.00","0.333","0.333","0.250","0.667","0.442","0.504","0.278","1","3","86.7","39.6","1948","75.4","74.21","1","7","13","-1.2","5.43","116","149","123","148","281","318","286"
"19",643603,"Tyler White","19","100.00","0.400","0.600","0.250","1.000","0.580","0.253","0.169","2","5","81.0","7.8","1625","73.8","72.85","2","10","9","-1.0","5.58","117","157","134","150","287","329","291"
"17",541650,"Hernan Perez","17","100.00","0.250","0.000","0.250","0.250","0.320","0.280","0.163","1","4","85.5","20.5","1648","71.5","70.10","0","4","13","-1.4","5.26","119","148","132","153","292","325","297"
"17",592341,"David Goforth","17","100.00","0.000","0.000","0.000","0.000","0.175","0.502","0.358","0","3","82.0","18.7","2466","90.9","90.60","0","7","10","-0.3","6.12","111","153","138","153","309","315","289"
"17",547982,"Leonys Martin","17","100.00","0.600","0.600","0.500","1.200","0.760","0.594","0.483","3","5","80.9","8.7","2112","85.2","83.61","0","10","7","-1.6","5.23","119","151","111","146","315","332","299"
"16",596143,"Luis Sardinas","16","100.00","0.250","0.000","0.250","0.250","0.225","0.609","0.537","1","4","90.7","26.6","1863","77.5","75.51","0","7","9","-2.0","4.84","121","156","138","155","290","302","296"
"16",592592,"Brett Nicholas","16","100.00","0.714","0.429","0.625","1.143","0.694","0.464","0.459","5","7","82.1","30.9","1423","60.9","59.49","0","11","5","-1.4","5.15","114","147","123","147","295","332","304"
"16",445055,"Jon Jay","16","100.00","0.250","0.000","0.250","0.250","0.225","0.298","0.292","1","4","75.1","33.2","1549","57.2","56.32","1","8","8","-0.9","5.35","127","157","118","152","305","320","301"
"16",592753,"Dan Slania","16","100.00","0.000","0.000","0.000","0.000","0.000","0.089","0.083","0","3","81.7","25.6","1890","86.2","85.53","2","10","6","-0.7","5.93","127","157","131","154","295","309","296"
"15",571035,"William Cuevas","15","100.00","0.750","0.250","1.000","1.000","0.750","0.576","0.454","3","4","87.3","23.8","2281","86.0","86.01","0","6","8","0.0","6.42","118","148","115","143","291","316","292"
"15",614179,"Jose Ruiz","15","100.00","0.000","0.000","0.000","0.000","0.175","0.262","0.124","0","3","87.7","41.3","2296","93.3","92.12","1","6","9","-1.2","5.75","106","153","133","145","301","323","309"
"14",543031,"Tyler Cloyd","14","100.00","0.500","0.250","0.667","0.750","0.538","0.297","0.287","2","4","91.0","16.4","2246","89.7","90.43","0","7","7","0.7","6.90","110","147","97","147","282","313","294"
"14",519048,"Mitch Moreland","14","100.00","0.400","0.000","0.500","0.400","0.360","0.347","0.321","2","5","93.7","10.6","2253","85.8","85.07","2","8","6","-0.7","5.93","111","158","126","143","273","319","294"
"13",430947,"Erick Aybar","13","100.00","0.000","0.000","0.000","0.000","0.175","0.409","0.266","0","3","82.6","-12.7","1765","69.9","66.97","1","5","8","-2.9","4.02","119","154","121","145","306","326","306"
"12",492841,"Michael Martinez","12","100.00","0.250","0.250","0.250","0.500","0.313","0.399","0.339","1","4","87.8","3.5","1814","79.7","76.81","1","5","7","-2.9","4.58","117","153","109","152","282","303","292"
"12",542963,"Rob Brantly","12","100.00","0.250","0.750","0.000","1.000","0.500","0.524","0.363","1","4","84.6","16.7","1626","65.7","65.19","0","4","8","-0.5","5.90","122","149","139","152","304","326","298"
"11",606273,"Roenis Elias","11","100.00","0.000","0.000","null","0.000","0.350","0.350","0.000","0","1","57.0","9.5","2222","87.4","85.94","2","4","7","-1.5","5.41","120","151","116","143","268","318","293"
"10",474039,"Pedro Beato","10","100.00","0.000","0.000","0.000","0.000","0.000","0.024","0.026","0","2","86.8","1.0","1944","86.7","85.70","0","2","8","-1.0","5.79","114","151","100","150","291","325","286"
"10",600986,"Thyago Vieira","10","100.00","0.000","0.000","0.000","0.000","0.000","0.216","0.230","0","3","74.5","3.7","2049","94.8","94.95","0","4","6","0.1","6.53","115","157","131","151","297","310","294"
"9",605222,"Jake Esch","9","100.00","null","null","null","null","0.700","0.700","null","0","0","null","null","2170","87.9","86.73","0","0","9","-1.2","5.53","98","151","133","120","313","342","314"
"9",571863,"Matt Koch","9","100.00","1.000","0.500","1.000","1.500","0.950","0.713","0.621","2","2","94.8","34.3","2098","90.4","91.09","0","3","6","0.7","6.51","121","164","131","151","291","321","298"
"8",433217,"Andres Blanco","8","100.00","0.500","1.500","0.000","2.000","1.000","0.653","0.404","1","2","76.8","42.4","1875","71.5","68.60","1","5","3","-2.9","4.08","125","153","112","154","316","321","295"
"5",621056,"Hunter Wood","5","100.00","0.000","0.000","0.000","0.000","0.000","0.001","0.000","0","1","79.7","49.9","2488","86.6","86.04","0","2","3","-0.6","5.85","128","149","117","148","280","323","309"
